text,personality,type,label,text_clean
This is a money transfer message: itunes cards. please respond now.,unknown,Money Transfer,1,this is a money transfer message itunes cards. please respond now.
This is a sensitive xnfo requests message: confirm your card number. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive xnfo requests message confirm your card number. please respond now.
"Hello, can I book azdoctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book azdoctors appointment for tomorrow?"
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a investment / lottery message: sweepstakes. please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
I zEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i zeed details about my income tax refund.
THIS Ix A THREATS & FEAR MESSAGE: YOUR ACCOUNT IS COMPROMISED. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this ix a threats fear message your account is compromised. please respond now.
This is a money transfer message: send money. Please respond now.,unknown,Money Transfer,1,this is a money transfer message send money. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
I NEED TO TRANSFER MONEY TO MY FATHER’S ACCOUNT TODAY.,unknown,legit,0,i need to transfer money to my fathers account today.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
THIS IS A MONEY TRANSFER MESSAGE: ITUNES CARDS. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message itunes cards. please respond now.
This is a money transfer message: Google Play cards. Please respond now. 😡,unknown,Money Transfer,1,this is a money transfer message google play cards. please respond now.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: SOCIAL SECURITY NUMBER. PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. please respond now.
This is a money transfer message: send payment. Please respond now.,unknown,Money Transfer,1,this is a money transfer message send payment. please respond now.
This is a social engineering message: keep this secret. Please respond now. 🚨,unknown,Social Engineering,1,this is a social engineering message keep this secret. please respond now.
This is a urgency & pressure message: act now. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message act now. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a authority impersonation message: tech support from microsoft. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message tech support from microsoft. please respond now.
This is a sensitive info requests message: confirm your card number. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message confirm your card number. please respond now.
This is a urgency & pressure message: immediately. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message immediately. please respond now.
THIS IS A URGENCY & PRESSzRE MESSAGE: ACT NOW. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency presszre message act now. please respond now.
I NEED TO TRANSFER MONEY TO MY FATHER’S ACCOUNT TODAY. 🚨,unknown,legit,0,i need to transfer money to my fathers account today.
THIS IS A URGENCY & PRESSURE MESSAGE: RIGHT NOW. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message right now. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
This is a sensitive info requests message: Social Security number. Plexse respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. plexse respond now.
Could you reschedule my flight ticket for nextzweek?,unknown,legit,0,could you reschedule my flight ticket for nextzweek?
Can you help me resetxmy internet banking password?,unknown,legit,0,can you help me resetxmy internet banking password?
This is a authority impersonation message: tech support from microsoft. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message tech support from microsoft. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a threats & fear message: penalty. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message penalty. please respond now.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PyOCESSING.,unknown,legit,0,please share your pan card number for loan application pyocessing.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
THIS IS A MONEY TRANSFER MESSAGE: GIFT CARDS. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message gift cards. please respond now.
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
THIS IS A INVESTMENT / LOTTERY MESSAGE: CRYPTO SCHEME. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message crypto scheme. please respond now.
This is a investment / lottery message: sweepstakes. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
THIS IS A INVESTMENT / LOTTERY MESSAGE: CRYPTO SCHEME. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message crypto scheme. please respond now.
THIS IS A THREATS & FEAR MESSAGE: YOU WILL LOSE ACCESS. PLEASE RESPOND NOW. 😡,unknown,Threats & Fear,1,this is a threats fear message you will lose access. please respond now.
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a urgency & pressure message: last chaxce. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message last chaxce. please respond now.
This is a social engineering message: for your safety. Please respond now.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
